player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Josh Hoover,127148,QB,TCU,13,508,74.1,162,167,8.1,2.29,3,6,3.4,66.5,111,62,7.5,181,35.6,9,64,,,,,74.3,82.2,54.9,,81.4,59.9,,63.4,,,1,4,189,11.3,109.2,3.9,7,6,0,1,13,4,2.1,1433,8.6,0,305,57.7,83.5,84.3,53.8,78.1,288,307,8.4,2.54,3,11,3.4,66.1,203,65,9.8,327,64.4,22,117,,,,,60.5,80.2,84.2,,81.0,59.3,,47.3,,,3,7,343,12.3,97.1,2.4,8,11,1,12,14,14,4.1,2519,8.2,80.0,365,377,7.7,2.16,5,16,4.1,70.8,267,0,8.6,381,75.0,25,149,,,,,77.8,90.6,85.0,,89.8,59.3,,60.6,,,0,6,397,,106.0,0.0,0,2,1,6,18,10,2.5,3226,8.6,3,62.4,85,97,10.9,3.32,1,1,1.0,48.5,47,127,11.3,127,25.0,6,32,,,,,40.8,56.4,45.7,,59.9,59.9,,51.0,,,4,5,135,11.8,83.1,11.8,15,15,0,7,9,8,5.9,726,7.5
Quinn Ewers,127253,QB,TEXAS,14,503,77.5,142,157,6.8,2.44,3,7,4.4,64.3,101,70,8.2,180,35.8,9,66,,,,,23.8,73.2,81.0,,73.6,54.3,,55.6,,,1,4,183,21.4,103.2,8.3,15,7,0,11,12,6,3.3,1231,7.8,0,311,28.3,72.5,71.8,55.6,74.9,275,287,8.5,2.67,5,13,4.3,66.6,191,72,7.3,323,64.2,15,103,,,,,41.9,67.7,84.2,,68.3,,,51.0,,,1,8,343,25.0,100.5,5.6,18,12,0,6,19,15,4.4,2238,7.8,76.9,337,347,7.8,2.31,7,17,4.7,70.0,243,0,6.2,361,71.8,16,141,,,,,54.4,81.2,84.7,,81.9,54.3,,41.7,,,0,8,380,,111.4,0.0,0,8,0,3,27,13,3.4,2886,8.3,1,71.3,80,97,8.5,3.29,1,3,3.0,50.5,49,142,14.0,142,28.2,8,28,,,,,17.7,43.6,80.0,,41.6,,,62.9,,,2,4,146,23.2,65.8,23.2,33,11,0,14,4,8,5.5,583,6.0
Jaylen Raynor,172203,QB,ARK STATE,13,502,68.4,133,141,11.5,2.54,2,11,7.3,58.2,82,61,9.9,170,33.9,9,60,,,,,74.1,82.6,80.9,,81.1,,,65.2,,,1,2,179,27.9,87.2,10.0,17,11,0,5,6,5,2.8,960,6.8,0,113,78.5,76.4,72.5,68.8,70.9,268,280,9.0,2.8,6,6,2.0,63.6,178,102,6.3,332,66.1,12,92,,,,66.7,69.0,63.6,84.3,,64.7,87.9,,53.4,,,1,8,355,14.7,82.2,4.5,15,36,0,5,10,13,3.7,1825,6.5,73.6,314,325,9.2,2.27,8,14,4.1,64.9,211,0,8.7,339,67.5,20,116,,,,66.7,69.2,79.2,84.4,,78.6,87.9,,52.0,,,0,7,358,,88.7,0.3,1,11,0,3,13,13,3.6,2199,6.8,0,57.5,87,96,11.9,3.64,0,3,2.8,51.0,49,163,2.0,163,32.5,1,36,,,,,74.0,54.9,80.8,,53.8,,,59.4,,,2,3,176,19.0,67.4,19.0,31,36,0,7,3,5,2.8,586,6.1
Brayden Schager,146078,QB,HAWAII,11,498,68.5,143,156,8.8,2.71,3,3,1.8,53.8,84,90,14.3,188,37.8,14,56,,,,,49.5,67.2,81.3,,62.6,,,79.5,,,4,5,195,22.2,67.9,10.6,20,11,0,6,4,5,2.6,966,6.2,1,180,65.6,74.9,69.7,75.3,69.8,235,247,11.2,3.1,1,11,4.2,59.9,148,93,9.8,310,62.2,16,88,,,,,68.1,70.4,83.9,,72.4,,,54.5,,,4,8,326,22.6,86.1,6.8,21,41,0,7,15,12,3.7,1621,6.6,71.8,277,282,9.5,2.6,3,10,3.4,64.2,181,0,9.0,315,63.3,18,107,,,,,76.8,80.1,83.9,,78.8,,,64.4,,,0,6,326,,92.3,0.0,0,31,0,2,15,9,2.8,1889,6.7,5,62.4,101,121,12.4,3.56,1,4,3.0,42.1,51,183,19.0,183,36.7,12,37,,,,,36.8,51.4,81.3,,50.9,,,58.4,,,8,7,195,22.4,48.2,22.4,41,21,0,11,4,8,4.1,698,5.8
Carson Beck,124010,QB,GEORGIA,13,494,70.9,141,151,8.4,2.37,2,4,2.5,62.9,95,39,5.0,160,32.4,5,62,,,,,60.6,68.5,80.7,,68.4,,,55.4,,,4,4,173,12.8,99.0,3.1,5,4,0,4,12,5,2.9,1052,7.0,1,173,41.9,81.2,80.2,62.2,77.2,285,298,9.0,2.6,8,19,6.0,65.4,195,66,11.4,334,67.6,25,117,,,,,38.9,84.1,84.4,,83.1,,,61.9,,,0,8,356,19.7,97.1,3.9,13,22,0,5,16,15,4.2,2414,8.1,78.4,370,379,8.0,2.28,6,18,4.5,69.4,263,0,9.3,389,78.7,27,157,,,,,78.0,91.5,85.2,,90.9,,,61.3,,,0,7,412,,106.2,0.3,1,9,0,3,23,9,2.2,3072,8.1,11,53.6,56,70,14.1,3.42,4,5,6.3,38.6,27,105,10.0,105,21.3,3,22,,,,,16.8,33.6,79.0,,30.6,,,59.4,,,4,5,117,16.2,51.7,16.2,17,17,0,6,5,11,9.4,394,5.6
Dillon Gabriel,86272,QB,OREGON,14,492,80.0,135,141,6.5,2.6,3,4,2.7,72.3,102,53,5.6,160,32.5,6,63,,,,,73.8,79.9,80.5,,81.3,,,54.6,,,2,1,166,13.2,131.5,4.4,7,12,0,1,15,2,1.2,1239,8.8,0,264,70.5,86.8,86.3,61.8,82.8,291,310,7.3,2.86,6,11,3.4,72.3,224,84,7.1,332,67.5,17,124,,,,,77.1,84.6,84.3,,83.9,51.6,,57.2,,,4,5,349,14.3,106.9,3.6,12,10,2,7,15,6,1.7,2615,8.4,85.5,339,347,5.9,2.46,6,11,3.0,77.8,270,0,6.9,355,72.2,20,148,,,,,77.4,90.9,84.6,,90.5,54.3,,59.9,,,0,5,371,,117.4,0.3,1,7,2,0,22,5,1.3,2962,8.5,4,67.8,87,104,11.4,3.6,3,4,3.7,53.8,56,137,5.1,137,27.8,3,39,,,,,73.2,61.5,79.9,,63.6,60.0,,53.3,,,6,1,144,13.1,104.3,13.1,18,15,0,8,8,3,2.1,892,8.6
Nicholas Vattiato,145302,QB,MIDDLE TN,12,489,74.6,138,147,9.1,2.33,3,5,3.2,62.6,92,57,10.7,174,35.6,11,65,,,,,27.0,79.9,81.0,,77.9,,,67.1,,,0,3,184,29.8,97.6,9.8,17,9,0,6,8,5,2.7,1189,8.1,0,224,45.7,78.5,78.6,58.1,75.4,256,273,8.3,2.74,3,11,3.8,64.8,177,87,8.3,315,64.4,16,85,,,,,76.9,73.5,84.0,,75.0,,,54.1,,,1,7,331,13.8,84.1,3.8,12,29,1,12,8,9,2.7,1891,6.9,77.0,322,332,8.0,2.23,6,14,4.0,68.1,226,0,8.9,345,70.6,22,115,,,,,69.4,87.4,84.4,,85.5,,,63.5,,,0,6,361,,90.8,0.0,0,11,1,3,8,9,2.5,2505,7.5,1,66.7,72,88,11.1,3.48,0,2,2.1,48.9,43,144,10.4,144,29.4,5,35,,,,,28.8,53.7,80.2,,54.9,,,55.2,,,1,4,154,20.1,81.4,20.1,29,27,0,15,8,5,3.2,575,6.5
Noah Fifita,158722,QB,ARIZONA,12,488,74.7,150,173,10.5,2.86,2,7,3.8,62.4,108,78,3.6,197,40.4,4,71,,,,16.4,62.8,80.4,81.6,,81.0,41.7,,60.2,,,5,6,208,15.4,93.6,6.1,12,12,0,16,10,5,2.4,1441,8.3,0,109,68.2,76.1,73.1,69.0,72.6,230,257,7.6,3.34,3,9,3.4,59.1,152,92,9.0,291,59.6,15,75,,,,66.7,67.4,67.6,83.5,,63.9,87.5,,71.4,,,1,6,304,18.5,76.6,5.8,17,17,0,23,8,9,3.0,1514,5.9,73.4,297,308,7.3,2.6,5,6,1.9,65.9,203,0,6.9,318,65.2,15,100,,,,,76.9,71.8,84.0,,69.7,,,69.6,,,0,8,333,,85.1,0.0,0,10,0,6,10,9,2.7,2073,6.7,2,73.5,83,122,13.8,4.16,0,10,7.9,46.7,57,170,6.6,170,34.8,4,46,,,,24.5,47.7,75.5,81.0,,74.7,57.3,,64.4,,,6,4,179,17.1,79.3,17.1,29,19,0,33,8,5,2.8,882,7.2
JC French,162521,QB,GA SOUTHRN,13,483,62.8,113,121,9.4,2.53,3,6,4.5,54.5,66,55,7.0,143,29.6,5,42,,,,,44.6,61.2,80.4,,62.6,,,53.6,,,0,4,158,18.2,71.7,7.0,10,12,0,5,5,5,3.2,702,5.8,0,174,26.2,69.0,67.7,62.5,79.6,270,290,6.9,2.68,2,12,3.9,69.7,202,86,6.0,340,70.4,13,104,,,,,30.1,68.7,84.6,,68.9,44.8,,58.9,,,2,7,365,19.8,94.6,5.0,17,30,2,14,12,15,4.1,2137,7.4,78.2,307,319,6.9,2.32,4,13,3.8,71.5,228,0,5.0,342,70.8,12,117,,,,,67.8,79.3,84.6,,78.0,44.8,,64.6,,,0,5,370,,98.0,0.6,2,18,2,6,13,8,2.2,2247,7.0,2,60.5,76,92,10.6,3.42,1,5,5.1,43.5,40,141,13.0,141,29.2,6,29,,,,,17.6,38.5,80.3,,39.8,,,50.9,,,2,6,153,17.7,52.4,17.7,25,24,0,13,4,12,7.8,592,6.4
Riley Leonard,143862,QB,NOTRE DAME,16,476,82.4,136,151,8.0,2.72,3,13,7.8,69.5,105,70,6.3,179,37.6,7,69,,,,,74.5,86.8,81.3,,86.2,57.2,,63.7,,,6,2,195,14.3,115.5,5.6,10,17,0,6,12,1,0.5,1249,8.3,0,258,71.7,83.5,73.9,82.8,75.7,235,254,7.3,2.87,5,5,1.9,64.6,164,83,7.9,297,62.4,14,88,,,,,67.6,63.7,66.0,,61.8,,,65.8,,,7,6,313,10.8,84.1,3.0,9,34,2,5,9,9,2.9,1602,6.3,81.6,299,307,7.1,2.33,5,15,4.6,73.9,227,0,7.0,323,67.9,17,124,,,,,77.0,89.0,67.6,,85.6,,,76.2,,,0,6,342,,109.2,0.0,0,15,2,1,19,4,1.2,2433,7.9,4,63.9,72,98,9.5,3.83,3,3,2.8,42.9,42,153,8.7,153,32.1,4,33,,,,,59.7,44.6,80.6,,41.8,57.2,,58.7,,,13,2,166,12.4,53.9,12.4,19,36,0,10,2,6,3.6,418,4.3
Kadin Semonza,174001,QB,BALL ST,12,475,69.3,140,146,7.6,2.16,3,7,4.5,62.3,91,45,6.2,160,33.7,6,57,,,,,60.0,63.1,80.8,,63.3,58.7,,53.6,,,1,3,169,26.7,100.6,7.5,12,2,0,2,10,6,3.6,1133,7.8,0,117,30.0,67.6,68.8,46.4,75.6,258,281,7.5,2.44,18,9,3.1,65.5,184,77,5.6,315,66.3,11,87,,,,66.7,34.0,69.4,84.0,,70.4,47.2,,52.7,,,3,7,330,26.0,90.8,6.3,20,13,0,2,15,10,3.0,1801,6.4,77.7,328,345,6.8,2.06,16,14,3.9,69.0,238,0,6.7,353,74.3,17,120,,,,66.7,69.5,81.6,84.6,,81.9,47.3,,48.3,,,0,7,369,,102.0,0.0,0,7,0,1,22,5,1.4,2452,7.1,1,52.9,70,82,11.0,3.17,5,2,2.2,45.1,37,122,0.0,122,25.7,0,24,,,,,20.3,33.3,79.7,,32.7,58.0,,57.8,,,4,3,130,26.2,61.1,26.2,32,8,0,3,3,11,8.5,482,5.9
Jaxson Dart,146409,QB,OLE MISS,13,474,75.9,137,148,12.4,2.62,4,13,8.4,66.2,98,71,5.8,172,36.3,6,71,,,,,60.8,93.0,80.9,,92.3,,,69.7,,,3,2,180,22.5,128.7,9.3,16,8,0,4,12,2,1.1,1778,12.0,0,226,73.3,92.5,91.9,75.3,78.7,239,251,11.7,2.86,5,17,6.4,70.9,178,75,5.3,302,63.7,10,111,,,,,76.7,88.5,65.4,,87.8,56.7,,66.3,,,2,4,321,16.0,118.6,4.0,12,37,1,4,17,9,2.8,2498,10.0,82.1,302,310,10.5,2.41,7,21,6.5,75.8,235,0,5.2,328,69.2,13,145,,,,,77.0,94.3,66.5,,93.4,,,76.3,,,0,3,340,,133.4,0.0,0,17,1,0,25,6,1.8,3368,10.9,7,59.5,74,89,17.7,3.59,2,9,9.0,46.1,41,146,6.8,146,30.8,3,37,,,,,59.2,68.4,80.4,,69.0,56.7,,60.5,,,5,3,161,19.2,83.9,19.2,28,28,0,8,4,5,3.1,908,10.2
Cole Snyder,97617,QB,E MICHIGAN,12,466,71.2,111,131,9.7,2.47,5,10,6.9,55.0,72,57,8.9,154,33.0,7,50,,,,,73.9,83.0,80.7,,83.7,52.7,,56.9,,,3,1,168,26.3,90.7,9.7,15,8,0,12,6,2,1.2,965,7.4,0,160,56.6,72.9,73.2,60.4,72.2,245,274,9.3,2.67,9,8,2.8,61.3,168,82,5.1,312,67.0,9,86,,,,,68.1,61.3,83.9,,64.3,,,44.7,,,3,8,327,18.3,78.2,4.8,15,23,1,16,9,14,4.3,1726,6.3,74.0,292,312,8.6,2.23,13,11,3.3,64.7,202,0,6.5,327,70.2,14,106,,,,,77.1,77.8,84.3,,78.1,54.3,,52.4,,,0,9,349,,87.1,0.3,1,14,1,6,13,12,3.4,2188,7.0,3,62.5,64,93,13.4,3.48,1,7,7.1,40.9,38,139,5.0,139,29.8,2,30,,,,,57.9,51.8,80.1,,56.2,60.0,,46.5,,,6,0,146,20.9,65.8,20.9,29,17,0,22,2,4,2.7,503,5.4
Billy Edwards Jr.,144185,QB,MARYLAND,11,465,78.4,111,117,8.6,2.26,3,9,7.2,69.2,81,46,6.9,127,27.3,6,53,,,,,73.0,85.2,79.7,,85.3,60.0,,54.4,,,1,3,135,10.9,106.3,3.9,5,4,0,2,8,3,2.2,965,8.2,0,215,82.2,75.9,71.3,73.7,71.1,284,306,8.5,2.37,12,9,2.8,62.7,192,91,5.0,338,72.7,10,89,,,,,77.2,63.1,84.4,,62.3,,,61.1,,,4,6,358,13.2,79.9,3.6,12,20,3,3,7,9,2.5,1915,6.3,79.3,305,318,6.7,2.05,10,11,3.3,72.3,230,0,5.0,328,70.5,12,114,,,,,77.0,79.0,84.1,,78.0,,,58.7,,,0,6,343,,96.1,0.0,0,9,3,0,10,7,2.0,2375,7.5,1,52.2,90,105,14.8,3.04,5,7,6.0,41.0,43,137,8.5,137,29.5,4,28,,,,,73.4,54.5,80.1,,53.9,60.0,,59.7,,,5,3,150,12.4,60.2,12.4,17,15,0,5,5,5,3.3,505,4.8
E.J. Warner,156185,QB,RICE,11,461,64.7,136,148,8.9,2.29,6,4,2.5,56.8,84,55,4.5,154,33.4,4,53,,,,,60.2,69.4,80.6,,69.1,53.9,,58.3,,,0,4,166,3.6,87.4,1.3,2,2,0,6,9,5,3.0,1030,7.0,0,275,60.6,66.7,66.7,51.3,71.8,277,292,7.0,2.68,5,9,3.0,64.0,187,73,6.0,307,66.6,12,73,,,,,67.7,63.7,83.7,,63.7,,,55.3,,,2,9,314,6.8,75.8,1.6,5,10,0,8,8,12,3.8,1689,5.8,74.4,313,326,6.7,2.27,10,9,2.7,67.2,219,0,6.0,333,72.2,14,98,,,,,77.0,72.3,84.1,,72.5,55.9,,46.2,,,0,9,341,,85.5,0.0,0,5,0,3,12,11,3.2,2083,6.4,2,54.0,100,114,10.4,3.27,1,4,3.2,45.6,52,128,3.7,128,27.8,2,28,,,,,41.5,53.8,79.8,,52.4,60.0,,64.5,,,2,4,139,5.5,63.3,5.5,7,7,0,11,5,6,4.3,636,5.6
Fernando Mendoza,158323,QB,CAL,11,460,68.6,118,125,10.2,2.56,0,8,5.8,60.8,76,76,6.2,157,34.1,5,58,,,,,73.9,81.0,80.7,,78.9,57.2,,69.0,,,4,0,171,32.9,113.0,15.9,25,7,0,3,9,4,2.3,1087,8.7,0,130,62.3,77.4,75.7,66.3,78.7,249,265,7.5,2.6,3,4,1.4,71.3,189,80,3.6,303,65.9,7,98,,,,,50.5,70.2,83.8,,70.3,57.6,,57.8,,,3,6,319,18.8,91.0,5.0,15,21,2,8,7,13,4.1,1917,7.2,78.9,284,291,7.9,2.25,3,8,2.6,74.6,217,0,3.1,304,66.1,7,119,,,,,76.7,84.6,83.8,,83.4,57.6,,61.0,,,0,4,318,,105.8,0.0,0,12,2,2,11,10,3.1,2427,8.3,4,63.9,83,99,10.1,3.23,0,4,3.6,48.5,48,156,9.4,156,33.9,5,37,,,,,33.3,56.8,80.7,,55.4,57.2,,62.2,,,7,2,172,25.6,75.2,25.6,40,16,0,9,5,7,4.1,577,5.8
Drew Allar,164157,QB,PENN STATE,16,459,75.2,153,159,9.8,2.7,0,9,5.3,69.2,110,61,4.3,182,39.7,5,80,,,,,74.4,77.5,81.6,,76.9,54.8,,63.0,,,1,2,192,16.4,118.4,5.5,10,13,0,5,13,4,2.1,1400,8.8,0,266,69.2,82.2,79.1,72.6,71.5,228,235,8.6,3.02,0,12,5.0,64.7,152,82,6.7,277,60.3,11,101,,,,,66.6,76.9,83.4,,76.2,54.9,,64.5,,,0,6,284,13.4,95.1,4.0,11,30,0,7,11,6,2.1,1927,8.2,77.3,295,298,8.5,2.45,0,12,3.9,72.8,217,0,4.8,316,68.8,11,140,,,,,76.8,83.9,84.2,,81.9,54.2,,69.8,,,0,6,327,,116.0,0.0,0,18,0,3,22,9,2.8,2649,8.9,1,58.1,86,96,11.3,3.89,0,9,8.9,46.9,45,143,10.0,143,31.2,5,41,,,,,58.3,65.0,80.4,,65.9,55.7,,59.2,,,1,2,149,14.7,68.8,14.7,21,25,0,9,2,1,0.7,678,7.1
Will Howard,122599,QB,OHIO STATE,16,458,78.4,139,144,7.5,2.48,1,5,3.3,74.3,107,46,1.8,152,33.2,2,68,,,,,73.6,78.8,80.3,,79.2,,,48.9,,,1,1,158,8.7,138.9,2.6,4,3,0,3,15,5,3.2,1487,10.3,0,260,50.6,86.4,85.7,64.3,80.2,263,279,9.0,2.75,2,17,5.8,72.0,201,77,4.7,306,66.8,10,114,,,,,59.2,85.2,83.8,,84.4,,,58.2,,,4,9,321,15.6,110.1,3.9,12,12,0,10,20,10,3.1,2516,9.0,81.3,320,323,8.3,2.45,2,20,6.0,77.7,251,0,3.5,335,73.1,9,144,,,,,77.1,91.9,84.2,,91.6,,,53.9,,,0,6,349,,128.8,0.3,1,9,0,1,28,7,2.0,3175,9.8,1,73.2,82,100,9.1,3.23,1,2,1.9,57.0,57,123,5.0,123,26.9,3,38,,,,,39.3,50.9,79.5,,51.0,,,57.1,,,5,4,130,12.2,90.8,12.2,15,6,0,12,7,8,6.2,828,8.3
Max Brosmer,105568,QB,MINNESOTA,13,458,75.0,120,131,8.9,2.9,3,4,2.9,61.1,80,62,11.1,162,35.4,10,45,,,,,64.4,66.0,80.7,,68.0,54.3,,53.6,,,1,2,169,24.2,94.7,9.3,15,16,0,7,9,3,1.8,791,6.0,0,225,63.8,84.0,84.2,59.1,78.7,254,275,8.6,2.67,5,9,3.1,68.4,188,61,6.0,296,64.6,12,101,,,,,67.4,86.8,83.6,,88.8,59.2,,37.3,,,2,4,308,19.7,94.4,4.1,12,9,3,11,9,5,1.6,2010,7.3,81.2,309,322,8.2,2.52,5,10,3.0,72.4,233,0,7.2,335,73.1,18,121,,,,,68.9,90.3,84.3,,90.8,53.4,,36.6,,,0,3,349,,104.4,0.3,1,12,3,5,15,7,2.0,2350,7.3,1,60.0,65,84,11.2,3.39,3,3,3.4,41.7,35,123,10.3,123,26.9,4,25,,,,,61.1,50.6,79.4,,51.1,,,55.7,,,3,3,128,21.1,56.2,21.1,26,13,0,13,3,1,0.8,451,5.4
Taylen Green,145996,QB,ARKANSAS,13,458,64.9,114,128,11.5,3.07,3,10,7.6,53.9,69,72,6.8,157,34.3,5,50,,,,,59.2,76.9,80.4,,71.9,,,77.0,,,3,4,161,20.8,88.4,9.6,15,14,0,8,8,7,4.3,1033,8.1,0,111,45.1,86.6,79.2,81.2,72.6,237,257,10.4,3.25,5,12,4.5,62.6,161,105,6.4,301,65.7,11,104,,,,,43.8,83.3,83.7,,79.6,,,73.9,,,2,5,314,16.2,89.5,5.6,17,27,1,12,7,10,3.2,2113,8.2,74.6,256,262,10.1,2.59,4,11,4.0,68.7,180,0,5.8,281,61.4,11,111,,,,,66.8,90.2,83.3,,86.5,,,78.2,,,0,5,292,,104.0,1.1,3,16,1,1,11,10,3.4,2426,9.3,6,57.9,95,123,12.5,4.14,4,11,8.6,40.7,50,177,9.1,177,38.6,5,43,,,,,28.7,65.2,81.0,,59.6,,,72.7,,,5,4,183,16.4,57.6,16.4,29,25,0,19,4,7,3.8,720,5.9
Dylan Raiola,183581,QB,NEBRASKA,13,454,72.8,162,181,8.0,2.6,5,7,3.5,63.0,114,81,3.4,198,43.6,4,57,,,,,52.1,70.8,81.9,,69.4,,,65.3,,,2,7,219,16.0,78.9,6.6,13,3,0,12,7,6,2.7,1195,6.6,0,238,43.3,72.1,71.5,54.7,73.8,221,232,8.0,2.81,0,10,4.1,69.0,160,59,1.8,256,56.4,3,79,,,,,46.0,69.7,82.8,,70.5,,,50.1,,,0,4,266,20.3,90.1,4.7,12,10,2,9,6,6,2.3,1621,7.0,75.1,293,300,7.5,2.33,2,13,4.0,71.7,215,0,2.3,314,69.2,5,103,,,,,76.9,77.6,84.0,,76.7,,,58.3,,,0,9,335,,89.0,0.3,1,10,2,3,10,5,1.5,2056,6.9,4,67.8,90,113,9.8,3.59,3,4,3.3,52.2,59,140,3.3,140,30.8,2,33,,,,,22.0,56.3,80.1,,57.2,,,50.9,,,2,2,150,17.1,75.1,17.1,24,3,0,18,3,7,4.7,760,6.7
Athan Kaliakmanis,144971,QB,RUTGERS,13,448,58.2,153,164,12.9,2.55,3,7,4.0,48.2,79,75,11.2,182,40.6,10,64,,,,,74.4,77.1,81.2,,75.6,,,64.0,,,4,1,192,17.3,90.8,7.1,13,5,0,4,11,3,1.6,1130,6.9,0,278,76.2,77.3,73.0,71.5,68.2,220,232,10.3,2.82,1,8,3.3,57.8,134,78,10.7,266,59.4,16,85,,,,66.7,66.4,68.3,83.1,,67.8,89.2,,57.6,,,4,6,280,11.5,77.6,3.4,9,25,0,7,7,16,5.7,1566,6.8,68.0,275,281,10.7,2.53,2,10,3.4,60.1,169,0,9.6,295,65.8,18,111,,,,66.7,67.7,83.5,83.6,,81.9,89.2,,58.8,,,0,3,311,,94.1,0.3,1,13,0,4,13,13,4.2,2088,7.4,4,53.1,98,115,13.1,3.06,2,5,4.1,38.3,44,153,15.4,153,34.2,8,38,,,,,73.7,51.8,80.4,,50.9,,,60.1,,,8,4,161,13.7,56.0,13.7,21,17,0,7,5,6,3.7,608,5.3
